PMACC,PMAYEAR,REGION,EA_ID,GPSLONG,GPSLAT,DATUM,SURVEY
BF,2020,9. hauts_bassins,854191018,-4.317927691,11.18154464,WGS84,PMA
BF,2020,9. hauts_bassins,854191015,-3.719287511,11.21337124,WGS84,PMA
BF,2020,3. centre,854131036,-1.552975978,12.37663868,WGS84,PMA
BF,2020,6. centre_ouest,854161007,-2.543762264,12.27353468,WGS84,PMA
BF,2020,11. plateau_central,854211005,-1.760281798,12.41674006,WGS84,PMA
BF,2020,2. cascades,854121001,-4.754576861,10.64125335,WGS84,PMA
BF,2020,3. centre,854131026,-1.477383994,12.33162653,WGS84,PMA
BF,2020,3. centre,854131016,-1.600126722,12.38576359,WGS84,PMA
BF,2020,3. centre,854131038,-1.550565823,12.33550242,WGS84,PMA
BF,2020,6. centre_ouest,854161011,-1.782176497,11.5266229,WGS84,PMA
BF,2020,3. centre,854131021,-1.518791098,12.39486799,WGS84,PMA
BF,2020,9. hauts_bassins,854191032,-4.294226736,11.15055144,WGS84,PMA
BF,2020,12. sahel,854221002,-0.253378599,13.70828748,WGS84,PMA
BF,2020,3. centre,854131005,-1.458430402,12.33320898,WGS84,PMA
BF,2020,9. hauts_bassins,854191007,-3.442785057,11.54501404,WGS84,PMA
BF,2020,13. sud_ouest,854231003,-3.586158805,10.55537375,WGS84,PMA
BF,2020,3. centre,854131028,-1.635919827,12.33017545,WGS84,PMA
BF,2020,2. cascades,854121003,-4.763058428,10.63390932,WGS84,PMA
BF,2020,10. nord,854201011,-2.158345015,13.73016768,WGS84,PMA
BF,2020,3. centre,854131006,-1.585730342,12.39779151,WGS84,PMA
BF,2020,10. nord,854201003,-2.269016037,12.97909406,WGS84,PMA
BF,2020,3. centre,854131012,-1.475581821,12.4103345,WGS84,PMA
BF,2020,1. boucle_du_mouhoun,854111003,-3.435960711,12.44934283,WGS84,PMA
BF,2020,7. centre_sud,854171001,-1.0577443,11.73884523,WGS84,PMA
BF,2020,4. centre_est,854141010,-0.349169602,12.16721013,WGS84,PMA
BF,2020,3. centre,854131007,-1.495631209,12.40007398,WGS84,PMA
BF,2020,9. hauts_bassins,854191008,-4.168105467,11.91887026,WGS84,PMA
BF,2020,5. centre_nord,854151003,-1.544388903,13.33791369,WGS84,PMA
BF,2020,10. nord,854201008,-2.429322043,13.57417687,WGS84,PMA
BF,2020,6. centre_ouest,854161004,-2.678926581,12.48683688,WGS84,PMA
BF,2020,8. est,854181003,0.44092996,12.03659006,WGS84,PMA
BF,2020,1. boucle_du_mouhoun,854111001,-4.189095341,12.06114562,WGS84,PMA
BF,2020,3. centre,854131017,-1.548911105,12.29268007,WGS84,PMA
BF,2020,8. est,854181001,0.203346,13.11866334,WGS84,PMA
BF,2020,9. hauts_bassins,854191003,-4.234944638,11.17027028,WGS84,PMA
BF,2020,9. hauts_bassins,854191027,-5.0123055,11.14790668,WGS84,PMA
BF,2020,3. centre,854131003,-1.526576321,12.33942647,WGS84,PMA
BF,2020,9. hauts_bassins,854191021,-4.817700618,11.75209774,WGS84,PMA
BF,2020,9. hauts_bassins,854191034,-4.274900806,11.17930687,WGS84,PMA
BF,2020,9. hauts_bassins,854191040,-4.2945114,11.15893247,WGS84,PMA
BF,2020,4. centre_est,854141006,-0.352153283,12.3928809,WGS84,PMA
BF,2020,3. centre,854131024,-1.567002569,12.27671246,WGS84,PMA
BF,2020,10. nord,854201009,-2.555182035,12.8588689,WGS84,PMA
BF,2020,11. plateau_central,854211003,-0.627706867,12.22953973,WGS84,PMA
BF,2020,3. centre,854131029,-1.445951164,12.38873662,WGS84,PMA
BF,2020,4. centre_est,854141009,-0.349551646,11.78559782,WGS84,PMA
BF,2020,4. centre_est,854141001,-0.469153526,11.54249574,WGS84,PMA
BF,2020,9. hauts_bassins,854191030,-4.323671285,11.15147837,WGS84,PMA
BF,2020,10. nord,854201014,-1.888334496,13.494943,WGS84,PMA
BF,2020,9. hauts_bassins,854191013,-4.469625054,11.49783998,WGS84,PMA
BF,2020,3. centre,854131013,-1.553144342,12.38007708,WGS84,PMA
BF,2020,3. centre,854131044,-1.558987453,12.19320154,WGS84,PMA
BF,2020,9. hauts_bassins,854191042,-4.018290921,10.81826681,WGS84,PMA
BF,2020,3. centre,854131042,-1.512945244,12.30529561,WGS84,PMA
BF,2020,9. hauts_bassins,854191023,-4.314423317,11.17228058,WGS84,PMA
BF,2020,1. boucle_du_mouhoun,854111010,-3.455687387,12.47138668,WGS84,PMA
BF,2020,9. hauts_bassins,854191035,-4.288530028,11.17142357,WGS84,PMA
BF,2020,9. hauts_bassins,854191009,-4.318572705,11.18978206,WGS84,PMA
BF,2020,3. centre,854131020,-1.559143321,12.35975673,WGS84,PMA
BF,2020,10. nord,854201001,-1.986212582,13.18960377,WGS84,PMA
BF,2020,3. centre,854131043,-1.472151294,12.36797555,WGS84,PMA
BF,2020,5. centre_nord,854151005,-1.544605304,13.67891388,WGS84,PMA
BF,2020,3. centre,854131031,-1.574921532,12.34590607,WGS84,PMA
BF,2020,1. boucle_du_mouhoun,854111009,-4.032978088,12.75926693,WGS84,PMA
BF,2020,3. centre,854131011,-1.572580597,12.40018311,WGS84,PMA
BF,2020,9. hauts_bassins,854191037,-4.302288337,11.22142804,WGS84,PMA
BF,2020,10. nord,854201012,-2.089026334,13.80021359,WGS84,PMA
BF,2020,2. cascades,854121004,-4.770364529,10.66167117,WGS84,PMA
BF,2020,3. centre,854131014,-1.412345822,12.20051718,WGS84,PMA
BF,2020,13. sud_ouest,854231001,-3.275292651,10.94361586,WGS84,PMA
BF,2020,10. nord,854201006,-2.417648119,13.22186471,WGS84,PMA
BF,2020,3. centre,854131001,-1.489199625,12.33551631,WGS84,PMA
BF,2020,11. plateau_central,854211001,-1.232098251,12.59910515,WGS84,PMA
BF,2020,5. centre_nord,854151007,-1.103941019,13.10969385,WGS84,PMA
BF,2020,1. boucle_du_mouhoun,854111005,-3.890666109,12.31443717,WGS84,PMA
BF,2020,7. centre_sud,854171002,-1.135674029,11.1881072,WGS84,PMA
BF,2020,3. centre,854131010,-1.513382666,12.29101744,WGS84,PMA
BF,2020,3. centre,854131027,-1.557488456,12.41287531,WGS84,PMA
BF,2020,1. boucle_du_mouhoun,854111004,-4.029591209,12.58657959,WGS84,PMA
BF,2020,9. hauts_bassins,854191031,-3.624043578,11.35005439,WGS84,PMA
BF,2020,9. hauts_bassins,854191029,-4.273882644,11.19533517,WGS84,PMA
